Player,URL,Status,Rows,Tables_Found,Tables_Accepted,Acquisition_Type,Confidence,Reason,Draft_Text,Signing_Text,High_School_Text,School_Text,Cached,Final_URL
Kevin McGonigle,https://www.baseball-reference.com/register/player.fcgi?id=mcgoni000kev,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Detroit Tigers in the 1st round (37th) of the 2023 MLB June Amateur Draft from Monsignor Bonner and Archbishop Prendergast HS (Drexel Hill, PA) . | High School: Monsignor Bonner and Archbishop Prendergast HS (Drexel Hill, PA)","Draft : Drafted by the Detroit Tigers in the 1st round (37th) of the 2023 MLB June Amateur Draft from Monsignor Bonner and Archbishop Prendergast HS (Drexel Hill, PA) .","2026 Contract Status : Signed thru 2034, 9 yrs/$150.78M (26-34)","Draft : Drafted by the Detroit Tigers in the 1st round (37th) of the 2023 MLB June Amateur Draft from Monsignor Bonner and Archbishop Prendergast HS (Drexel Hill, PA) . | High School: Monsignor Bonner and Archbishop Prendergast HS (Drexel Hill, PA)","High School: Monsignor Bonner and Archbishop Prendergast HS (Drexel Hill, PA)",False,https://www.baseball-reference.com/register/player.fcgi?id=mcgoni000kev
Charlie Condon,https://www.baseball-reference.com/register/player.fcgi?id=condon000cha,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Charlie Condon Positions: First Baseman, Rightfielder and Third Baseman Bats: Right • Throws: Right 6-5 , 216lb (196cm, 97kg) Team: Colorado Rockies (minors) Born: April 14, 2003 in Atlanta, GA us Draft : Drafted by the Colorado Rockies in the 1st round (3rd) of the 2024 MLB June Amateur Draft from University of Georgia (Athens, GA) . High School: The Walker School (Marietta, GA) School: University of Georgia (Athens, GA) National Team: us USA (College) Full Name: Charles William Condon View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Colorado Rockies in the 1st round (3rd) of the 2024 MLB June Amateur Draft from University of Georgia (Athens, GA) .",,"Charlie Condon Positions: First Baseman, Rightfielder and Third Baseman Bats: Right • Throws: Right 6-5 , 216lb (196cm, 97kg) Team: Colorado Rockies (minors) Born: April 14, 2003 in Atlanta, GA us Draft : Drafted by the Colorado Rockies in the 1st round (3rd) of the 2024 MLB June Amateur Draft from University of Georgia (Athens, GA) . High School: The Walker School (Marietta, GA) School: University of Georgia (Athens, GA) National Team: us USA (College) Full Name: Charles William Condon View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: The Walker School (Marietta, GA)","Charlie Condon Positions: First Baseman, Rightfielder and Third Baseman Bats: Right • Throws: Right 6-5 , 216lb (196cm, 97kg) Team: Colorado Rockies (minors) Born: April 14, 2003 in Atlanta, GA us Draft : Drafted by the Colorado Rockies in the 1st round (3rd) of the 2024 MLB June Amateur Draft from University of Georgia (Athens, GA) . High School: The Walker School (Marietta, GA) School: University of Georgia (Athens, GA) National Team: us USA (College) Full Name: Charles William Condon View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: The Walker School (Marietta, GA) | School: University of Georgia (Athens, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=condon000cha
Josh Jung,https://www.baseball-reference.com/register/player.fcgi?id=jung--000jos,200,4,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Texas Rangers in the 1st round (8th) of the 2019 MLB June Amateur Draft from Texas Tech University (Lubbock, TX) .","2026 Contract Status : Signed thru 2026, 1 yr/$2.9M (26)","High School: Douglas MacArthur HS (San Antonio, TX)","High School: Douglas MacArthur HS (San Antonio, TX) | School: Texas Tech University (Lubbock, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=jung--000jos
Juan Soto,https://www.baseball-reference.com/register/player.fcgi?id=soto--002jua,200,1,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=soto--002jua
Kyle Lewis,https://www.baseball-reference.com/register/player.fcgi?id=lewis-001kyl,200,3,1,1,College,high,College/NCAA batting rows found through age 21,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=lewis-001kyl
Alec Bohm,https://www.baseball-reference.com/register/player.fcgi?id=bohm--000ale,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Philadelphia Phillies in the 1st round (3rd) of the 2018 MLB June Amateur Draft from Wichita State University (Wichita, KS) .","2026 Contract Status : Signed thru 2026, 1 yr/$10.2M (26)","High School: Roncalli Catholic HS (Omaha, NE)","High School: Roncalli Catholic HS (Omaha, NE) | School: Wichita State University (Wichita, KS)",False,https://www.baseball-reference.com/register/player.fcgi?id=bohm--000ale
Corey Ray,https://www.baseball-reference.com/register/player.fcgi?id=ray---001cor,200,4,1,1,College,high,College/NCAA batting rows found through age 21,"Corey Ray Position: Pitcher Bats: Right • Throws: Right 6-4 , 175lb (193cm, 79kg) Born: December 15, 1992 in Spring, TX us Draft : Drafted by the Kansas City Royals in the 5th round of the 2014 MLB June Amateur Draft from Texas A&M University (College Station, TX) . High School: Klein HS (Klein, TX) School: Texas A&M University (College Station, TX) Full Name: Corey Austin Ray View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Kansas City Royals in the 5th round of the 2014 MLB June Amateur Draft from Texas A&M University (College Station, TX) .",,"Corey Ray Position: Pitcher Bats: Right • Throws: Right 6-4 , 175lb (193cm, 79kg) Born: December 15, 1992 in Spring, TX us Draft : Drafted by the Kansas City Royals in the 5th round of the 2014 MLB June Amateur Draft from Texas A&M University (College Station, TX) . High School: Klein HS (Klein, TX) School: Texas A&M University (College Station, TX) Full Name: Corey Austin Ray View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Klein HS (Klein, TX)","Corey Ray Position: Pitcher Bats: Right • Throws: Right 6-4 , 175lb (193cm, 79kg) Born: December 15, 1992 in Spring, TX us Draft : Drafted by the Kansas City Royals in the 5th round of the 2014 MLB June Amateur Draft from Texas A&M University (College Station, TX) . High School: Klein HS (Klein, TX) School: Texas A&M University (College Station, TX) Full Name: Corey Austin Ray View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Klein HS (Klein, TX) | School: Texas A&M University (College Station, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=ray---001cor
Dalton Rushing,https://www.baseball-reference.com/register/player.fcgi?id=rushin000dal,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Los Angeles Dodgers in the 2nd round of the 2022 MLB June Amateur Draft from University of Louisville (Louisville, KY) .",,"High School: Brighton HS (Brighton, TN)","High School: Brighton HS (Brighton, TN) | School: University of Louisville (Louisville, KY)",False,https://www.baseball-reference.com/register/player.fcgi?id=rushin000dal
Lazaro Montes,https://www.baseball-reference.com/register/player.fcgi?id=montes000laz,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=montes000laz
Sal Frelick,https://www.baseball-reference.com/register/player.fcgi?id=frelic000sal,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Milwaukee Brewers in the 1st round (15th) of the 2021 MLB June Amateur Draft from Boston College (Chestnut Hill, MA) .",,"High School: Lexington HS (Lexington, MA)","High School: Lexington HS (Lexington, MA) | School: Boston College (Chestnut Hill, MA)",False,https://www.baseball-reference.com/register/player.fcgi?id=frelic000sal
Chase DeLauter,https://www.baseball-reference.com/register/player.fcgi?id=delaut000cha,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Cleveland Guardians in the 1st round (16th) of the 2022 MLB June Amateur Draft from James Madison University (Harrisonburg, VA) .",,,"School: James Madison University (Harrisonburg, VA)",False,https://www.baseball-reference.com/register/player.fcgi?id=delaut000cha
Jacob Wilson,https://www.baseball-reference.com/register/player.fcgi?id=wilson021jac,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Oakland Athletics in the 1st round (6th) of the 2023 MLB June Amateur Draft from Grand Canyon University (Phoenix, AZ) .","2026 Contract Status : Signed thru 2032, 7 yrs/$70M (26-32) & 33 team option","High School: Thousand Oaks HS (Thousand Oaks, CA)","High School: Thousand Oaks HS (Thousand Oaks, CA) | School: Grand Canyon University (Phoenix, AZ)",False,https://www.baseball-reference.com/register/player.fcgi?id=wilson021jac
Josuar Gonzalez,https://www.baseball-reference.com/register/player.fcgi?id=dejesu005jos,200,2,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=dejesu005jos
Heston Kjerstad,https://www.baseball-reference.com/register/player.fcgi?id=kjerst000hes,200,3,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Seattle Mariners in the 36th round of the 2017 MLB June Amateur Draft from Canyon Randall HS (Amarillo, TX) and the Baltimore Orioles in the 1st round (2nd) of the 2020 MLB June Amateur Draft from University of Arkansas (Fayetteville, AR) .",,"Draft : Drafted by the Seattle Mariners in the 36th round of the 2017 MLB June Amateur Draft from Canyon Randall HS (Amarillo, TX) and the Baltimore Orioles in the 1st round (2nd) of the 2020 MLB June Amateur Draft from University of Arkansas (Fayetteville, AR) . | High School: Canyon Randall HS (Amarillo, TX)","High School: Canyon Randall HS (Amarillo, TX) | School: University of Arkansas (Fayetteville, AR)",False,https://www.baseball-reference.com/register/player.fcgi?id=kjerst000hes
JoJo Parker,https://www.baseball-reference.com/register/player.fcgi?id=parker000joj,200,1,1,1,High School,high,"BRef draft/bio text indicates high school path: JoJo Parker Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Toronto Blue Jays (minors) Born: August 8, 2006 in Hattiesburg, MS us Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) . High School: Purvis HS (Purvis, MS) Full Name: Joseph Paul Parker View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) . | High School: Purvis HS (Purvis, MS)","JoJo Parker Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Toronto Blue Jays (minors) Born: August 8, 2006 in Hattiesburg, MS us Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) . High School: Purvis HS (Purvis, MS) Full Name: Joseph Paul Parker View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) .",,"JoJo Parker Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Toronto Blue Jays (minors) Born: August 8, 2006 in Hattiesburg, MS us Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) . High School: Purvis HS (Purvis, MS) Full Name: Joseph Paul Parker View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) . | High School: Purvis HS (Purvis, MS)","JoJo Parker Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-2 , 200lb (188cm, 90kg) Team: Toronto Blue Jays (minors) Born: August 8, 2006 in Hattiesburg, MS us Draft : Drafted by the Toronto Blue Jays in the 1st round (8th) of the 2025 MLB June Amateur Draft from Purvis HS (Purvis, MS) . High School: Purvis HS (Purvis, MS) Full Name: Joseph Paul Parker View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Purvis HS (Purvis, MS)",False,https://www.baseball-reference.com/register/player.fcgi?id=parker000joj
Kevin Maitan,https://www.baseball-reference.com/register/player.fcgi?id=maitan000kev,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=maitan000kev
Kyle Teel,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,200,7,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Boston Red Sox in the 1st round (14th) of the 2023 MLB June Amateur Draft from University of Virginia (Charlottesville, VA) .",,"High School: Mahwah HS (Mahwah, NJ)","High School: Mahwah HS (Mahwah, NJ) | School: University of Virginia (Charlottesville, VA)",False,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl
Alex Verdugo,https://www.baseball-reference.com/register/player.fcgi?id=verdug000ale,200,7,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Dodgers in the 2nd round of the 2014 MLB June Amateur Draft from Sahuaro HS (Tucson, AZ) . | High School: Sahuaro HS (Tucson, AZ)","Draft : Drafted by the Los Angeles Dodgers in the 2nd round of the 2014 MLB June Amateur Draft from Sahuaro HS (Tucson, AZ) .",,"Draft : Drafted by the Los Angeles Dodgers in the 2nd round of the 2014 MLB June Amateur Draft from Sahuaro HS (Tucson, AZ) . | High School: Sahuaro HS (Tucson, AZ)","High School: Sahuaro HS (Tucson, AZ)",False,https://www.baseball-reference.com/register/player.fcgi?id=verdug000ale
Curtis Mead,https://www.baseball-reference.com/register/player.fcgi?id=mead--000cur,200,8,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 16,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=mead--000cur
Nolan Gorman,https://www.baseball-reference.com/register/player.fcgi?id=gorman000nol,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the St. Louis Cardinals in the 1st round (19th) of the 2018 MLB June Amateur Draft from Sandra Day O'Connor HS (Phoenix, AZ) . | High School: Sandra Day O'Connor HS (Phoenix, AZ)","Draft : Drafted by the St. Louis Cardinals in the 1st round (19th) of the 2018 MLB June Amateur Draft from Sandra Day O'Connor HS (Phoenix, AZ) .","2026 Contract Status : Signed thru 2026, 1 yr/$2.66M (26)","Draft : Drafted by the St. Louis Cardinals in the 1st round (19th) of the 2018 MLB June Amateur Draft from Sandra Day O'Connor HS (Phoenix, AZ) . | High School: Sandra Day O'Connor HS (Phoenix, AZ)","High School: Sandra Day O'Connor HS (Phoenix, AZ)",False,https://www.baseball-reference.com/register/player.fcgi?id=gorman000nol
